info @storybook/react v6.4.0
info 
info => Cleaning outputDir: /var/folders/r5/ljz0ppks0q74wsy4jpbdlmzc0000gn/T/chromatic--95838-L8AIr9HU2S73
info => Loading presets
info => Compiling manager..
info => Compiling preview..
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/polyfills.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/globals.js /Users/Kira/Desktop/Git/taskbox/storybook-init-framework-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/common/config.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/react/config.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/react/dist/esm/client/preview/config-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-links/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addArgs.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addParameter.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-measure/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-outline/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-interactions/dist/esm/preset/argsEnhancers.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/.storybook/preview.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 67% building 535/556 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/testing-library/node_modules/@testing-library/user-event/dist/utils/misc/hasFormSubmit.js
<s> [webpack.Progress] 67% building 536/556 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/testing-library/node_modules/@testing-library/user-event/dist/utils/misc/hasFormSubmit.js
<s> [webpack.Progress] 67% building 536/557 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/esutils/lib/ast.js
<s> [webpack.Progress] 67% building 537/557 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/esutils/lib/ast.js
<s> [webpack.Progress] 67% building 538/557 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/esutils/lib/ast.js
<s> [webpack.Progress] 68% building 539/557 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/esutils/lib/ast.js
<s> [webpack.Progress] 67% building 539/558 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/getWindow.js
<s> [webpack.Progress] 67% building 539/559 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/object-keys/index.js
<s> [webpack.Progress] 67% building 539/560 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/getBoundingClientRect.js
<s> [webpack.Progress] 67% building 540/560 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/getBoundingClientRect.js
<s> [webpack.Progress] 67% building 540/561 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/isScrollParent.js
<s> [webpack.Progress] 67% building 540/562 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/getDocumentElement.js
<s> [webpack.Progress] 67% building 540/563 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/getWindowScrollBarX.js
<s> [webpack.Progress] 67% building 541/563 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/getWindowScrollBarX.js
<s> [webpack.Progress] 67% building 541/564 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/math.js
<s> [webpack.Progress] 67% building 541/565 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/dist/esm/controls/options/index.js
<s> [webpack.Progress] 67% building 542/565 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/dist/esm/controls/options/index.js
<s> [webpack.Progress] 67% building 543/565 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/dist/esm/controls/options/index.js
<s> [webpack.Progress] 67% building 544/565 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/dist/esm/controls/options/index.js
<s> [webpack.Progress] 67% building 544/566 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/computeOffsets.js
<s> [webpack.Progress] 67% building 545/566 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/computeOffsets.js
<s> [webpack.Progress] 67% building 546/566 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/computeOffsets.js
<s> [webpack.Progress] 67% building 546/567 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/refractor/lang/tsx.js
<s> [webpack.Progress] 67% building 546/568 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/refractor/lang/typescript.js
<s> [webpack.Progress] 67% building 546/569 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/refractor/lang/markdown.js
<s> [webpack.Progress] 67% building 546/570 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/refractor/lang/yaml.js
<s> [webpack.Progress] 67% building 546/571 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/refractor/lang/markup.js
<s> [webpack.Progress] 67% building 546/572 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/refractor/lang/graphql.js
<s> [webpack.Progress] 67% building 546/573 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/refractor/lang/json.js
<s> [webpack.Progress] 67% building 546/574 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/refractor/lang/css.js
<s> [webpack.Progress] 66% building 546/575 modules 29 active /Users/Kira/Desktop/Git/taskbox/node_modules/refractor/lang/js-extras.js
<s> [webpack.Progress] 66% building 546/576 modules 30 active /Users/Kira/Desktop/Git/taskbox/node_modules/refractor/lang/bash.js
<s> [webpack.Progress] 66% building 546/577 modules 31 active /Users/Kira/Desktop/Git/taskbox/node_modules/refractor/lang/jsx.js
<s> [webpack.Progress] 66% building 546/578 modules 32 active /Users/Kira/Desktop/Git/taskbox/node_modules/airbnb-js-shims/target/es2020.js
<s> [webpack.Progress] 66% building 546/579 modules 33 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/expandToHashMap.js
<s> [webpack.Progress] 66% building 546/580 modules 34 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/mergePaddingObject.js
<s> [webpack.Progress] 66% building 547/580 modules 33 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/mergePaddingObject.js
<s> [webpack.Progress] 66% building 548/580 modules 32 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/mergePaddingObject.js
<s> [webpack.Progress] 66% building 549/580 modules 31 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/mergePaddingObject.js
<s> [webpack.Progress] 66% building 549/581 modules 32 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_getNative.js
<s> [webpack.Progress] 66% building 550/581 modules 31 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_getNative.js
<s> [webpack.Progress] 66% building 551/581 modules 30 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_getNative.js
<s> [webpack.Progress] 66% building 551/582 modules 31 active /Users/Kira/Desktop/Git/taskbox/node_modules/@emotion/styled-base/dist/styled-base.browser.esm.js
<s> [webpack.Progress] 66% building 551/583 modules 32 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_asciiWords.js
<s> [webpack.Progress] 66% building 551/584 modules 33 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_unicodeWords.js
<s> [webpack.Progress] 66% building 551/585 modules 34 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/toString.js
<s> [webpack.Progress] 66% building 551/586 modules 35 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_hasUnicodeWord.js
<s> [webpack.Progress] 66% building 551/587 modules 36 active /Users/Kira/Desktop/Git/taskbox/node_modules/hoist-non-react-statics/node_modules/react-is/cjs/react-is.production.min.js
<s> [webpack.Progress] 66% building 551/588 modules 37 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_baseIsMatch.js
<s> [webpack.Progress] 66% building 551/589 modules 38 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_castSlice.js
<s> [webpack.Progress] 66% building 551/590 modules 39 active /Users/Kira/Desktop/Git/taskbox/node_modules/react-syntax-highlighter/dist/esm/highlight.js
<s> [webpack.Progress] 66% building 552/590 modules 38 active /Users/Kira/Desktop/Git/taskbox/node_modules/react-syntax-highlighter/dist/esm/highlight.js
<s> [webpack.Progress] 66% building 553/590 modules 37 active /Users/Kira/Desktop/Git/taskbox/node_modules/react-syntax-highlighter/dist/esm/highlight.js
<s> [webpack.Progress] 66% building 553/591 modules 38 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 66% building 554/591 modules 37 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 66% building 555/591 modules 36 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 66% building 556/591 modules 35 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/rectToClientRect.js
<s> [webpack.Progress] 66% building 556/592 modules 36 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_createBaseFor.js
<s> [webpack.Progress] 66% building 556/593 modules 37 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/getBasePlacement.js
<s> [webpack.Progress] 66% building 557/593 modules 36 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/getBasePlacement.js
<s> [webpack.Progress] 66% building 558/593 modules 35 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/getBasePlacement.js
<s> [webpack.Progress] 66% building 559/593 modules 34 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/getBasePlacement.js
<s> [webpack.Progress] 66% building 560/593 modules 33 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/getBasePlacement.js
<s> [webpack.Progress] 66% building 560/594 modules 34 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.number.is-safe-integer.js
<s> [webpack.Progress] 66% building 561/594 modules 33 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.number.is-safe-integer.js
<s> [webpack.Progress] 66% building 562/594 modules 32 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.number.is-safe-integer.js
<s> [webpack.Progress] 66% building 562/595 modules 33 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_stringToArray.js
<s> [webpack.Progress] 66% building 562/596 modules 34 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_matchesStrictComparable.js
<s> [webpack.Progress] 66% building 562/597 modules 35 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_hasUnicode.js
<s> [webpack.Progress] 66% building 562/598 modules 36 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_getMatchData.js
<s> [webpack.Progress] 66% building 563/598 modules 35 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_getMatchData.js
<s> [webpack.Progress] 66% building 563/599 modules 36 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/getClippingRect.js
<s> [webpack.Progress] 66% building 563/600 modules 37 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/getOppositePlacement.js
<s> [webpack.Progress] 66% building 563/601 modules 38 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/getVariation.js
<s> [webpack.Progress] 66% building 564/601 modules 37 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/getVariation.js
<s> [webpack.Progress] 66% building 564/602 modules 38 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/computeAutoPlacement.js
<s> [webpack.Progress] 66% building 564/603 modules 39 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/getOppositeVariationPlacement.js
<s> [webpack.Progress] 66% building 564/604 modules 40 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/getFreshSideObject.js
<s> [webpack.Progress] 66% building 565/604 modules 39 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/getFreshSideObject.js
<s> [webpack.Progress] 66% building 565/605 modules 40 active /Users/Kira/Desktop/Git/taskbox/node_modules/call-bind/index.js
<s> [webpack.Progress] 65% building 565/606 modules 41 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 66% building 566/606 modules 40 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 66% building 567/606 modules 39 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 66% building 568/606 modules 38 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 66% building 569/606 modules 37 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 66% building 570/606 modules 36 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 66% building 571/606 modules 35 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 66% building 572/606 modules 34 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 66% building 573/606 modules 33 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 66% building 574/606 modules 32 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 66% building 575/606 modules 31 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 67% building 576/606 modules 30 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 67% building 577/606 modules 29 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 67% building 578/606 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 67% building 579/606 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 67% building 580/606 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/functions-have-names/index.js
<s> [webpack.Progress] 67% building 580/607 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/getComputedStyle.js
<s> [webpack.Progress] 67% building 581/607 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/getComputedStyle.js
<s> [webpack.Progress] 67% building 581/608 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/within.js
<s> [webpack.Progress] 67% building 582/608 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/within.js
<s> [webpack.Progress] 67% building 582/609 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/esm/objectWithoutPropertiesLoose.js
<s> [webpack.Progress] 67% building 583/609 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/esm/objectWithoutPropertiesLoose.js
<s> [webpack.Progress] 67% building 584/609 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/esm/objectWithoutPropertiesLoose.js
<s> [webpack.Progress] 67% building 585/609 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/esm/objectWithoutPropertiesLoose.js
<s> [webpack.Progress] 67% building 586/609 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/esm/objectWithoutPropertiesLoose.js
<s> [webpack.Progress] 67% building 587/609 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/esm/objectWithoutPropertiesLoose.js
<s> [webpack.Progress] 67% building 587/610 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/utils/getMainAxisFromPlacement.js
<s> [webpack.Progress] 67% building 587/611 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/getOffsetParent.js
<s> [webpack.Progress] 67% building 587/612 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/contains.js
<s> [webpack.Progress] 67% building 588/612 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/contains.js
<s> [webpack.Progress] 67% building 589/612 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/contains.js
<s> [webpack.Progress] 67% building 590/612 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/contains.js
<s> [webpack.Progress] 67% building 590/613 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/getLayoutRect.js
<s> [webpack.Progress] 67% building 591/613 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/components/node_modules/@popperjs/core/lib/dom-utils/getLayoutRect.js
<s> [webpack.Progress] 67% building 591/614 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/esutils/lib/keyword.js
<s> [webpack.Progress] 67% building 591/615 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/esm/getPrototypeOf.js
<s> [webpack.Progress] 67% building 591/616 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/esm/construct.js
<s> [webpack.Progress] 67% building 591/617 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/@babel/runtime/helpers/esm/isNativeFunction.js
